학점,잘,주,편,이해,하,힘들,시험,개떡,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
총평,116,만점,평균,70,안,되,정도,확실히,어렵,내용,다루,강의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이,공,계,기말,서술,형,시험,부담,스럽,서론,본론,결론,명확,하,적,내,중간,2,문제,틀리,기준,A,-,받,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보,다,맞,학점,잘,나오,것,같,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,목소리,차분,조용,하,잠,오,수,있,그것,본인,하,나름,것,같,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대신,영어,발표,한,학기,두,번,하,뭐,발표,자신,있,잘,준비,하,되,중간,조,별,발표,한,번,모이,한,시간,정도,준비,하,끝,날,발표,크,어려움,없,발표,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그것,고려,하,강의,지루,하,고,얻,가,것,전혀,없,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
본인,종북,좌,빨,페미니스트,자극적,말,드랍,권유,하,사실은,객관적,평등,하,강의,진행,도,여유,있,편,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,자체,좋,것,같,강의,방식,가르치,것,대하,모르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
달,원,찡,재미있,강의,잘,가르침,1,학년,들,들,두,미,거시,공부,하,때,많이,도움,되,것,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스스로,예습,복습,하,습관,없,기말,쯤,되,대게,포기,하,것,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,학기,교재,생기,조,별,발표,생기,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시,조금,관심,있,학생,들,점수,따,좋,꼭,듣,추천,하,드리,싶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
또한,교수,님,전문가,이상,많,지식,갖추,계시,또한,훌륭,하,많,지식,얻,가,수,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
물론,MIS,강의,자체,거창,하,많,내용,담,강의,아니,것,같,개인적,의견,임,남,것,없,사람,말,이해,감,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대학,돈,내,배우,온,거지,놀,온,것,아니,생각,5,점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시험,한,번,있,숙제,있,생각,귀찮,수,있,1,학년,때,듣,수,있,과목,만큼,한,번,쯤,들,좋,것,같,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시험,영화,잘,보,딱히,공부,안,하,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,말,잘,들,괜찮,여,숙제,많,편,길,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
필히,수강,추천,C,받,전혀,후회,안,되,강의,금융업,계,임원진,들,매주,만남,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고등학교,화학,1,2,겹치,것,많,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배우,가,것,솔직히,1,도,없,교,피,때우,좋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숙제,조금,많,편,이,교수,님,강의,듣,싶,정도,잘,가르치,주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기말,4,점,나오,B,0,받,것,보,시험,난이도,얼마나,개판,이였,알,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,열심히,듣,하루,전,외우,잘,보,애,들,많,학점,B,+,밀리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이것,대하,여러,입장,있,저,개인적,등록금,내,강의,듣,입장,돈,조금,아깝,강의,아니,싶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
팀원,전원,발표,강의,시간,언급,안,하,부분,문제,나오,질문,하,가,제대로,알리,주,않,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중간,가,패스,받,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다만,PPT,정리,하,것,아니,대부분,영상,캡,치,글,캡,치,하,실질적,내용,많,않,나름,준비,하,것,보,사람,입장,중구난방,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
출,튀,하,사람,많,교수,님,하나,안,잡,억울,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오히려,기,보,적,사소,하,것,확실히,알,가게,되,어느,정도,도움,되,것,같,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어렵,이것,듣기,전,돌아가,싶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
졸업,설계,자체,참,하나,열,스스로,해결,하,하,강의,같,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가르치,주,것,없,혼자,말,만,하,교수,님,들,다,하,피하,수,있,피하,되,생각,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아쉽,점,교수,님,문제,풀이,성의껏,해주시,지,않,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평소,페미니즘,관심,있,분,들,OR,페미니즘,대하,거부감,가지,계시,분,들,모두,추천,드리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
실습,반영,매,주,차,최대,1,점,도움,되,해주시,것,맞,듯,초보자,개,힘들,강의,만큼,미리,공부,하,가,즐기,프로그래밍,하,수,있,것,같,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
필수적,듣,하,교양,목록,들어가,강의,학점,채우,좋,졸업,이수,충족,하,좋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숙제,우선,쉬,울,걱정,하,않,되,요,시험,강의,시간,강의,듣,것,좋,것,같,요,저,알,들,한,번,더,보,것,도움,되,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
크,많이,기대,하,것,아니,것,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무슨,소리,하,하나,모르,얻,가,것,하나,없,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학점,열심히,공부,하,받,수,있,점,조금,힘들,그만큼,교수,님,열정적,가르치,주시,한,번,들,보,좋,것,같,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
설명도,잘,하,주,영어,강의,걱정,없이,잘,듣,수,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계속,중국인,학생,들,통,역시,켜,재미있,하,강의,수준,떨어지,짜증,남,호기심,그러,것,자제,못하,듯,관심,도,없,중국인,학생,들,되,다,외우,생김,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
저,열심히,안,하,좋,학점,못,받,다른,강의,만나,더,열심히,하,실망,시키,드리,않,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
팀,프로젝트,두,번,귀찮,하,하,만,하,정도,시험,준비,다,달달,외우,하,힘들,시험,까다롭,편입,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운영체제,과목,중요,하,만큼,이론,+,실습,숙제,+,추가,구현,빡,세,과목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,자세,쉽,하,강의,듣,것,추천,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보이,글,미,프로그래밍,교수,님,다르,강의,시험,무난,무난,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무난,하,운,바라,최우진,그것,아니,지식,실력,원하,윤성국,교수,님,추천,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,열심히,듣,중요,하,하,크,틀,문제,나오,열심히,들,점수,그냥,가지,수,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
잘하,뭐,일단,프로젝트,열심히,하,사람,찾,저,때,다,하,수,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
믿,거르,정기철,교수,님,일명,믿,것,정,솔직히,학생,들,많,것,바라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,많이,배려,하,주,2,3,번,째,숙제,대체,하,시험,내용,중용,구절,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중간,때,잘,듣,하,이것,유도,같,것,많,이,나오,수학,잘하,알고리즘,잘,쓰,애,들,공부,열심히,하,애,들,잘,볼,것,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기말,필수,문제,하나,러시아,전반적,문화,묻,문제,상트,페테르부르크,모스크바,적,내용,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,시간,발표,잘,하,착실히,만,하,점수,잘,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,강의,열심히,꽉,꽉,채우,해주시,좋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
족보,있,도움,되,결국,핵심,이론,이해,있,점수,받,수,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숙제,조,별,발표,1,번,원래,강의,한번,대신,하,전시회,한번,가,이번,학기,때,마땅,하,전시,없,전시회,가,않,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수자,현직,실무자,때문,실무,관하,설명,많이,듣,수,있,그만큼,강의,력,조금,부족,하,아쉽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학점,어떻하,나오,지,모르,개인적,어렵,힘들,과목,그,만큼,무엇,많이,배우,고,성장,하,기,분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,시청각,자료,많이,활용,하,흥미,이,끌,주심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
좋,교수,님,함께,하,강의,강의,내용,도움,되,이런,것,대학,강의,아니,생각,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
질문,없,교수,님,중요,하,판단,하,것,위주,강의,진행,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조,잘,만나,나름,즐겁,강의,하,수,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,그때그때,잘,듣,전날,한,번,쫙,읽,이해,하,점수,잘나,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한,학기,끝나,머리,속,민,총,싹,정리,하,수,있,정도,강의,따라가,시험,문제,풀,수,있,생각,포기,하,말,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시험,한번,보,한,번,만큼,비중,높,열심히,준비,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시험,팀,프로젝트,숙제,공부,하,만들,장치,들,있,배우,것,있,강의,듣,당시,많이,유익,하,느끼,못하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문과,생,들,유리,하,강의,것,같,느낌,시험,기말,한,번,보,서술,형,형식,강의,시간,보,동영상,필기,꼭,필요,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학생,들,알,듣,문제,문제,대학,강의,듣,싶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학점,반영,되,않,필기,대,강하,추후,시험,보,불리,함,많이,따르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,안,주,학점,잘,안,주,말,많,생각,잘나,오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자기,주제,대하,잘,알,있,관련,인터뷰,따,쉽,주제,선정,하,것,생각,보,다,많이,귀찮,강의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발음,약간,안,좋,시,앞자리,앉,적응,되,크,문제,없,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이론,쉽,데,문제,푸,것,어려움,보통,중간,끝나,중,포기자,들,늘어서,열심히,하,학점,따,편하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,부담,안주시,하,것,눈,보이,요,숙,제,2,번,발표,2,번,토론,1,번,숙제,내주,때,과목,특성,상,어쩌,수,없,미안,하,하,좋,분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학생,들,대하,관심,강의,둘,다,최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,좋,분,시,대하,조금,관심,있,얻,가,것,많,강의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
퀴즈,발표,이런,것,없,그냥,강의,잘,듣,복습,열심히,하,학점,잘,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학점,잘,받,싶,1,2,3,차,때,열심히,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숙제,많,강의,시간,하,일,많,피곤,하,강의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
힘들,하,남,것,있,강의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,재미있,알리,주,핵심적,부분,알리,주,진도,빨리,나가,저,느끼,때,소수,학생,제외,하,대부분,학생,들,이해,못하,분위기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연습,문제,풀,퀴즈,보,빡,세,것,맞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,학년,좋,듯,강의,재미있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숙제,내용,주관식,약,3,문제,정도,씩,있,내용,스스로,생각,많이,하,하,내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내용,자체,외,울,많,힘들,수,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내용,흥미,로웠,강의,말,잘,들,시험,잘,보,수,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고분자,대하,이,교수,님,만큼,잘,가르치,주,분,없,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,재미있,노력,하,만큼,나오,강의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조,별,숙,제도,많,1,학점,3,학점,혼동,오,경우,많,여,교수,님,개방적,보이,실상,또,않,여,이,강의,무조건,발표,자주,적극적,하,A,+,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개인적,이,과목,이름,김승한,교수,님,들려주,정보,역,사,이야기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,최대한,부담,안,주,노력,하,좋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중간,안,보,기말,쯤,몰아,파트,별,나누,보,것,같,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
필수,아니,본인,서버,개발자,데이터,엔지니어,DBA,생각,있,무조건,배우,하,과목,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
처음,C,+,받,재수강,안,하,계획,다시,듣,싶,않,등록금,아까,워,지,강의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이미,자,ONLINE,JUDGE,많이,풀,알고리즘,조금,알,있,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개인,발표,있,망설이,분,들,계실,수도,있,저,오히려,그,시간,서로,의견,나누,시간,되,대학,강의,,같,좋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,강의,주로,교수,님,강의,하,형태,강의,나가,파이,썰,스크래치,등,하,때,각자,컴퓨터,연습,하,시간,갖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자신,생각,조리,있,다른,사람,정리,하,말,하,연습,하,수,있,학점,잘,주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초,중,고,아니,출석,반장,토론,반장,등,등,쓸데없이,반장,여럿,뽑,강의,내용,전혀,유익,하,않,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
특히,,말,하,영어,,관심,많,좋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
숙제,채우,것,귀찮,무난,무난,하,과목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뭐,자기,그런,것,귀찮,교재,말,달달달,외우,되,이해,안,되,부분,있,수,있,본인,재량껏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
딱,공부,하,이해,하,만큼,학점,나오,것,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나중,PF,과목,특강,같,것,하,듣,보,가치,있,하,과목,강의,듣기,별로,좋,선택,아니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시험,생각,어렵,꼼꼼히,나오,당황,하,절대평가,그렇,생각,점수,잘,나오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기말,자기,생각,쓰,서술,형,교수,님,왠,하,좋,점수,주,하,기말,변별력,떨어지,듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,강의,력,뛰어나,열심히,공부,하,꼭,A,+,받,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중간,스피,킹,기말,라이팅,UCC,제작,UCC,제작,하,때,시간,많이,부족,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기말,배우,소설,들,중,몇,가지,고르,이제,분석,배우,내용,들,전부,외우,답안지,옮기,형식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,학생,잘,모르,것,같,틀리,설명,조금,부족,하,추가적,질문,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수,님,실제로,C,언어,모르,이해하,수,있,강의,진행,하,다,하,실제로,그렇게,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
토의,토론,강의,하,때,학생,의견,지적,하,본인,의견,강요,하,교수,님,들,많이,보,토론식,강의,들,보,싶,분,들,특히,추천,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
토론,강의,하,번,씩,하,교수,님,진행,잘,하,것,생각,많,여러모로,좋,교수,님,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인기,많,수강,신청,비교적,빠르,차,편,학기,중,상당,하,열,경쟁,일어나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
얘기,많이,하,주,전망,연구,분야,같,흥미,로,울,얘기,잘,하,주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개인적,왜,이,강의,듣,있,모르,오랜만,등록금,아깝,생각,들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그래도,중간,이후,영어,한국어,병행,하,설명,하,주,강의,듣기,수월,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다만,저,하,학기,재미있,듣,4,점,드리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,필기,파이,썰,코드,진행,하,악필,중간,수정,많이,하,교수,님,필기,다,끝나,한,번,몰아,적,것,편하,듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아무리,생각하,이,교수,님,누구,가,가르치,것,적합,하,않,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코딩,잘하,사람,확실히,유리,하,한데,나,코딩,못하,디지,공,배우,것,들,코드,충분히,이해하,수,있,손,코딩,하,만,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의,자체,시간,최대,45,분,정도,양이,많,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전반적,이해,하,좋,강의,생각,하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
